CNS,RFC,PROVEEDOR,PARTIDA,CLAVE ,DESCRIPCIÓN,UNIDAD DE MEDIDA,CLAVE (SAICA),"DESCRIPCIÓN
 (SAICA)",UNIDAD DE MEDIDA (SAICA),CANTIDAD RECIBIDA,FECHA DE ENTREGA,LUGAR DE ENTREGA,CONTRATO,REMISION,PEDIDO,LOTE,CADUCIDAD,FOLIO ,OBSERVACIONES ,COSTO UNITARIO PESOS,"COSTO UNITARIO PESOS (UNOPS) CON IVA
PARTIDA 2541",COSTO UNITARIO PESOS (UNOPS) SIN IVA,COSTO UNITARIO DOLARES (UNOPS),COSTO UNITARIO EN DOLARES,TIPO DE CAMBIO,COSTO UNITARIO SIN IVA,PRECIO UNITARIO SIN IVA,IVA,PIEZAS,PRECIO UNITARIO CON IVA SIN IVA,SUBTOTAL,IVA.1,IMPORTE TOTAL,MARCA,FABRICANTE,FECHA DE FABRICACIÓN,CADUCIDAD CONFORME A CERTIFICADO,TIPO DE ENTREGA,LICITACION/PROCEDIMIENTO,RESPONSABLE,REVISO,TIPO DE RED,FECHA DE CAPTURA,EPA
7999,GGE141121FY5,"GRUPO GESBER, S.A. DE C.V.",2531,010.000.0022.00,CASEINATO DE CALCIO POLVO CADA 100 G CONTIENEN: PROTEINAS 86.0 A 90.0 G GRASAS0.0 A 2.0 G MINERALES 3.8 A 6.0 G HUMEDAD 0.0 A 6.2 G ENVASE CON 100 G.,Pieza,22,CASEINATO DE CALCIO Proteinas 90 gr Lipidos 2gr Polvo,Envase 100 gr,2,2025-09-12,JARDIN,IB/2652/2025,946863527,IMBB-09-02-2025-09195442-E001,0811-072509061,2027-03-06 00:00:00,4619,,45.0,,0,,0,,45.0,45.0,0.0,2,45.0,90.0,0.0,90.0,CASEGES,GRUPO GESBER S.A. DE C.V.,2025-09-06,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-42-2025,MIGUEL HERNANDEZ,ARACELI,NAN,2025-09-12,NAN
8002,PGM080926192,"PROVEEDORA GAMA MEDICAL SERVICE, S.A. DE C.V.",2541,060.166.1903,"CATETERES. CATETER VENOSO CENTRAL, CALIBRE 4 FR, LONGITUD 13 CM, DE POLIURETANOO SILICON, RADIOPACO, CON DOS LUMENES INTERNOS DE 22 G, CON PUNTA FLEXIBLE,AGUJA CALIBRE 21 G, CON CATETER INTRODUCTOR CALIBRE 22 G, SOBRE UNA AGUJACALIBRE 25 G, CON GUIA DE ALAMBRE DE 0.46 MM DE DIAMETRO Y 45 CM DE LONGITUD YPUNTA EN J, CON UN DILATADOR VENOSO, UNA JERINGA DE 5 ML, Y DOS CAPSULAS DEINYECCION LUER-LOCK. ESTERIL Y DESECHABLE. PIEZA. EL CATETER INTRODUCTOR ESOPCIONAL; LAS UNIDADES MEDICAS DETERMINARAN SU REQUERIMIENTO Y ADQUISICION DEACUERDO A LAS NECESIDADES OPERATIVAS.",Pieza,060.166.1903,"CATÉTERES VENOSO CENTRAL, CALIBRE 4 FR, LONGITUD 13 CM, DE POLIURETANO O SILICóN, RADIOPACO, CON DOS LúMENES INTERNOS DE 22 G, CON PUNTA FLEXIBLE, AGUJA CALIBRE 21 G, CON CATéTER INTRODUCTOR CALIBRE 22 G, SOBRE UNA AGUJA CALIBRE 25 G, CON GUíA DE ALAMBRE DE 0.46 MM DE DIáMETRO Y 45 CM DE LONGITUD Y PUNTA EN J, CON UN DILATADOR VENOSO, UNA JERINGA DE 5 ML, Y DOS CáPSULAS DE INYECCIóN LUER-LOCK. ESTéRIL Y DESECHABLE.  ",Pieza.,2581,2025-09-12,JARDIN,IB/1009/2025,3925805440,IMBB-09-02-2025-09127193-U013,CV240828,2029-08-27 00:00:00,4623,SE REGULARIZA EL DIA 18/09/2025,369.17,,0,,0,,369.17,369.17,59.06720000000001,2581,428.23720000000003,952827.7700000001,152452.4432,1105280.2132,MEDADV,NAN,2024-08-28,,IMSS-BIENESTAR,AA-12-NEF-0123NEF001-I-17-2025,LAURA VIANETH,ARACELI,NAN,2025-09-18,NAN
8003,PGM080926192,"PROVEEDORA GAMA MEDICAL SERVICE, S.A. DE C.V.",2541,060.166.1903,"CATETERES. CATETER VENOSO CENTRAL, CALIBRE 4 FR, LONGITUD 13 CM, DE POLIURETANOO SILICON, RADIOPACO, CON DOS LUMENES INTERNOS DE 22 G, CON PUNTA FLEXIBLE,AGUJA CALIBRE 21 G, CON CATETER INTRODUCTOR CALIBRE 22 G, SOBRE UNA AGUJACALIBRE 25 G, CON GUIA DE ALAMBRE DE 0.46 MM DE DIAMETRO Y 45 CM DE LONGITUD YPUNTA EN J, CON UN DILATADOR VENOSO, UNA JERINGA DE 5 ML, Y DOS CAPSULAS DEINYECCION LUER-LOCK. ESTERIL Y DESECHABLE. PIEZA. EL CATETER INTRODUCTOR ESOPCIONAL; LAS UNIDADES MEDICAS DETERMINARAN SU REQUERIMIENTO Y ADQUISICION DEACUERDO A LAS NECESIDADES OPERATIVAS.",Pieza,060.166.1903,"CATÉTERES VENOSO CENTRAL, CALIBRE 4 FR, LONGITUD 13 CM, DE POLIURETANO O SILICóN, RADIOPACO, CON DOS LúMENES INTERNOS DE 22 G, CON PUNTA FLEXIBLE, AGUJA CALIBRE 21 G, CON CATéTER INTRODUCTOR CALIBRE 22 G, SOBRE UNA AGUJA CALIBRE 25 G, CON GUíA DE ALAMBRE DE 0.46 MM DE DIáMETRO Y 45 CM DE LONGITUD Y PUNTA EN J, CON UN DILATADOR VENOSO, UNA JERINGA DE 5 ML, Y DOS CáPSULAS DE INYECCIóN LUER-LOCK. ESTéRIL Y DESECHABLE.  ",Pieza.,1589,2025-09-12,JARDIN,IB/1009/2025,437380226,IMBB-09-02-2025-09153588-U013,CV240828,2029-08-27 00:00:00,4624,SE REGULARIZA EL DIA 18/09/2025,369.17,,0,,0,,369.17,369.17,59.06720000000001,1589,428.23720000000003,586611.1300000001,93857.78080000001,680468.9108000001,MEDADV,NAN,2024-08-27,,IMSS-BIENESTAR,AA-12-NEF-0123NEF001-I-17-2025,LAURA VIANETH,ARACELI,NAN,2025-09-18,NAN
8004,PGM080926192,"PROVEEDORA GAMA MEDICAL SERVICE, S.A. DE C.V.",2541,060.166.1903,"CATETERES. CATETER VENOSO CENTRAL, CALIBRE 4 FR, LONGITUD 13 CM, DE POLIURETANOO SILICON, RADIOPACO, CON DOS LUMENES INTERNOS DE 22 G, CON PUNTA FLEXIBLE,AGUJA CALIBRE 21 G, CON CATETER INTRODUCTOR CALIBRE 22 G, SOBRE UNA AGUJACALIBRE 25 G, CON GUIA DE ALAMBRE DE 0.46 MM DE DIAMETRO Y 45 CM DE LONGITUD YPUNTA EN J, CON UN DILATADOR VENOSO, UNA JERINGA DE 5 ML, Y DOS CAPSULAS DEINYECCION LUER-LOCK. ESTERIL Y DESECHABLE. PIEZA. EL CATETER INTRODUCTOR ESOPCIONAL; LAS UNIDADES MEDICAS DETERMINARAN SU REQUERIMIENTO Y ADQUISICION DEACUERDO A LAS NECESIDADES OPERATIVAS.",Pieza,060.166.1903,"CATÉTERES VENOSO CENTRAL, CALIBRE 4 FR, LONGITUD 13 CM, DE POLIURETANO O SILICóN, RADIOPACO, CON DOS LúMENES INTERNOS DE 22 G, CON PUNTA FLEXIBLE, AGUJA CALIBRE 21 G, CON CATéTER INTRODUCTOR CALIBRE 22 G, SOBRE UNA AGUJA CALIBRE 25 G, CON GUíA DE ALAMBRE DE 0.46 MM DE DIáMETRO Y 45 CM DE LONGITUD Y PUNTA EN J, CON UN DILATADOR VENOSO, UNA JERINGA DE 5 ML, Y DOS CáPSULAS DE INYECCIóN LUER-LOCK. ESTéRIL Y DESECHABLE.  ",Pieza.,447,2025-09-12,JARDIN,IB/1009/2025,2341437843,IMBB-09-02-2025-09153588-U013,CV240611,2029-06-10 00:00:00,4625,SE REGULARIZA EL DIA 18/09/2025,369.17,,0,,0,,369.17,369.17,59.06720000000001,447,428.23720000000003,165018.99000000002,26403.0384,191422.0284,MEDADV,NAN,2024-06-11,,IMSS-BIENESTAR,AA-12-NEF-0123NEF001-I-17-2025,LAURA VIANETH,ARACELI,NAN,2025-09-18,NAN
8005,AME181017JV4,"AZTEC MEDIC, S.A. DE C.V.",2541,060.506.4492,"PROTECTOR RESPIRATORIO CON EFICIENCIA DE FILTRACION MINIMA DEL 95%, CONTRAAEROSOLES SOLIDOS Y LIQUIDOS QUE NO CONTENGAN ACEITE. UTIL PARA PARTICULASSOLIDAS Y NIEBLAS LIQUIDAS EN CONCENTRACIONES QUE NO EXCEDAN LAS 10 VECES ELLIMITE DE EXPOSICION OCUPACIONAL (CMP). AJUSTE NASAL DE ALUMINIO MOLDEABLE QUESE ADAPTA A LA CARA IMPIDIENDO EL PASO DE AIRE. FILTRO Y CUBIERTA DEPOLIPROPILENO. BANDAS DE SUJECION PARA LA CABEZA DE ELASTOMERO. CERTIFICACIONNIOSH N95 O EQUIVALENTE. DESECHABLE. ESTILO PLEGADO PLANO VERTICAL. CAJA CON 900PIEZAS.",Caja,060.506.4492,"PROTECTOR RESPIRATORIO CON EFICIENCIA DE FILTRACION MINIMA DEL 95%, CONTRAAEROSOLES SOLIDOS Y LIQUIDOS QUE NO CONTENGAN ACEITE. UTIL PARA PARTICULASSOLIDAS Y NIEBLAS LIQUIDAS EN CONCENTRACIONES QUE NO EXCEDAN LAS 10 VECES ELLIMITE DE EXPOSICION OCUPACIONAL (CMP). AJUSTE NASAL DE ALUMINIO MOLDEABLE QUESE ADAPTA A LA CARA IMPIDIENDO EL PASO DE AIRE. FILTRO Y CUBIERTA DEPOLIPROPILENO. BANDAS DE SUJECION PARA LA CABEZA DE ELASTOMERO. CERTIFICACIONNIOSH N95 O EQUIVALENTE. DESECHABLE. ESTILO PLEGADO PLANO VERTICAL. CAJA CON 900PIEZAS.",Caja,244,2025-09-15,VALLEJO,IB/2188/2025,2984945649,IMBB-09-02-2025-09192404-U013,25050001,2030-05-01 00:00:00,4626,,5899.0,,0,,0,,5899.0,5899.0,943.84,244,6842.84,1439356.0,230296.96000000002,1669652.96,BMH,NAN,2025-05-01,,IMSS-BIENESTAR,IA-12-NEF-012NEF001-I-30-2025,LAURA VIANETH,ARACELI,NAN,2025-09-15,NAN
8006,LJA0303264L5,"LABORATORIOS JAYOR, S.A. DE C.V.",2531,010.000.5265.01,IMIPENEM Y CILASTATINA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON POLVOCONTIENE: IMIPENEM MONOHIDRATADO EQUIVALENTE A 500 MG DE IMIPENEM. CILASTATINASODICA EQUIVALENTE A 500 MG DE CILASTATINA. ENVASE CON 25 FRASCOS AMPULA.,Pieza,5265.01,Imipenem y cilastatina. 500 mg / 500 mg. Solución inyectable,Envase con 25 frascos ámpula.,2304,2025-09-15,JARDIN,IB/1668/2025,971330133,IMBB-09-02-2025-09205490-U013,X5CBB0C3,2027-02-28 00:00:00,4627,,1341.0,,0,,0,,1341.0,1341.0,0.0,2304,1341.0,3089664.0,0.0,3089664.0,SENSIMITINA,VENUS EMEDIES LIMITED,2025-03-01,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,NAN,2025-09-15,NAN
8007,LJA0303264L5,"LABORATORIOS JAYOR, S.A. DE C.V.",2531,010.000.5265.01,IMIPENEM Y CILASTATINA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON POLVOCONTIENE: IMIPENEM MONOHIDRATADO EQUIVALENTE A 500 MG DE IMIPENEM. CILASTATINASODICA EQUIVALENTE A 500 MG DE CILASTATINA. ENVASE CON 25 FRASCOS AMPULA.,Pieza,5265.01,Imipenem y cilastatina. 500 mg / 500 mg. Solución inyectable,Envase con 25 frascos ámpula.,173,2025-09-15,JARDIN,IB/1668/2025,971330133,IMBB-09-02-2025-09205490-U013,X5CBB0B3,2027-02-28 00:00:00,4627,,1341.0,,0,,0,,1341.0,1341.0,0.0,173,1341.0,231993.0,0.0,231993.0,SENSIMITINA,VENUS EMEDIES LIMITED,2025-03-01,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,NAN,2025-09-15,NAN
8008,IMI7904066I8,"INSTRUMENTOS MEDICOS INTERNACIONALES, S.A. DE C.V.",2541,060.371.2506,ESPONJAS NEUROQUIRURGICAS. DE ALGODON PRENSADO O RAYON NO TEJIDO CON MARCARADIOPACA. ESTERILES. MEDIDAS: 25.0 X 76.0 MM. ENVASE CON 10 PIEZAS.,Pieza,060.371.2506,"ESPONJA NEUROQUIRÚRGICA DE ALGODÓN PRENSADO O RAYÓN NO TEJIDO, CON MARCA RADIOPÁCA, ESTÉRIL. MEDIDAS 25.0X76.0MM. ENVASE CON 10 SOBRES.  ",Envase c/10 piezas.,12,2025-09-15,JARDIN,IB/2882/2025,297927541,IMBB-09-02-2025-09192393-U013,2025/03 AU,2030-03-31 00:00:00,4628,,210.0,,0,,0,,210.0,210.0,33.6,12,243.6,2520.0,403.20000000000005,2923.2,AMERICAN SURGICAL SPONGES,AMERICAN SURGICAL COMPANY LLC.,2025-03-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-51-2025,LAURA VIANETH,ARACELI,NAN,2025-09-15,NAN
8009,BME910712331,"BIORESEARCH DE MEXICO, S.A. DE C.V.",2531,010.000.1562.00,NITROFURAL OVULO CADA OVULO CONTIENE: NITROFURAL 6 MG ENVASE CON 6 OVULOS.,Pieza,1562,NITROFURAL OVULO CADA OVULO CONTIENE: NITROFURAL 6 MG ENVASE CON 6 OVULOS. 6 mg Ovulos,ENV6OVU,854,2025-09-15,JARDIN,IB/1550/2025,3056251036,IMBB-09-02-2025-09192132-U013,24157,2027-08-13 00:00:00,4629,,12.1,,0,,0,,12.1,12.1,0.0,854,12.1,10333.4,0.0,10333.4,BIORAL V,"BIORESEARCH DE MEXICO, S.A. DE C.V.",2025-08-13,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,NAN,2025-09-15,NAN
8010,BME910712331,"BIORESEARCH DE MEXICO, S.A. DE C.V.",2531,010.000.1310.00,METRONIDAZOL SUSPENSION ORAL CADA 5 ML CONTIENEN: BENZOILO DE METRONIDAZOLEQUIVALENTE A 250 MG DE METRONIDAZOL. ENVASE CON 120 ML Y DOSIFICADOR.,Pieza,1310,METRONIDAZOL SUSPENSION ORAL CADA 5 ML CONTIENEN: BENZOILO DE METRONIDAZOL EQUIVALENTE A 250 MG DE METRONIDAZOL. ENVASE CON 120 ML Y DOSIFICADOR. 250 mg / 5 ml Suspensión oral,ENV120ML.,854,2025-09-15,JARDIN,IB/2202/2025,4241943465,IMBB-09-02-2025-09192128-U013,23622,2028-07-19 00:00:00,4630,,12.0,,0,,0,,12.0,12.0,0.0,854,12.0,10248.0,0.0,10248.0,BIOTAZOL,"BIORESEARCH DE MEXICO, S.A. DE C.V.",2025-07-19,,IMSS-BIENESTAR,IA-12-NEF-012NEF001-I-30-2025,LAURA VIANETH,ARACELI,NAN,2025-09-15,NAN
8011,BME910712331,"BIORESEARCH DE MEXICO, S.A. DE C.V.",2531,010.000.1904.00,TRIMETOPRIMA -SULFAMETOXAZOL SUSPENSION ORAL CADA 5 ML CONTIENEN: TRIMETOPRIMA40 MG SULFAMETOXAZOL 200 MG ENVASE CON 120 ML Y DOSIFICADOR.,Pieza,1904,TRIMETOPRIMA -SULFAMETOXAZOL SUSPENSION ORAL CADA 5 ML CONTIENEN: TRIMETOPRIMA 40 MG SULFAMETOXAZOL 200 MG ENVASE CON 120 ML Y DOSIFICADOR. 40 mg / 5 ml y 200 mg / 5 ml Suspensión oral,ENV120ML.,1852,2025-09-15,JARDIN,IB/1550/2025,758813700,IMBB-09-02-2025-09189225-U013,24035,2027-08-26 00:00:00,4631,,9.8,,0,,0,,9.8,9.8,0.0,1852,9.8,18149.600000000002,0.0,18149.600000000002,BIOPRIM,"BIORESEARCH DE MEXICO, S.A. DE C.V.",2025-08-26,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,NAN,2025-09-15,NAN
8012,AMB890104S63,"AMBIDERM, S.A. DE C.V.",2541,060.456.0706,"GUANTES PARA EXPLORACION, AMBIDIESTRO, NO ESTERILES. DE LATEX, DESECHABLE.TAMAÃ‘O GRANDE. ENVASE CON 200 PIEZAS.",Envase,060.456.0706,"GUANTES PARA EXPLORACION, AMBIDIESTRO, NO ESTERILES. DE LATEX, DESECHABLE.TAMAÃ‘O GRANDE. ENVASE CON 200 PIEZAS.",Envase,814,2025-09-15,VALLEJO,IB/1514/2025,408270077,IMBB-09-02-2025-09192397-U013,241053,2029-10-01 00:00:00,4632,,159.95,,0,,0,,159.95,159.95,25.592,814,185.54199999999997,130199.29999999996,20831.888,151031.18799999997,AMBIDERM,"AMBIDERM, S.A. DE C.V.",2024-10-01,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,NAN,2025-09-15,NAN
8013,BME910712331,"BIORESEARCH DE MEXICO, S.A. DE C.V.",2531,010.000.1566.00,NISTATINA OVULO O TABLETA VAGINAL CADA OVULO O TABLETA CONTIENE: NISTATINA 100000 UI ENVASE CON 12 OVULOS O TABLETAS.,Pieza,1566,NISTATINA OVULO O TABLETA VAGINAL CADA OVULO O TABLETA CONTIENE: NISTATINA 100 000 UI ENVASE CON 12 OVULOS O TABLETAS. 100 000 UI Ovulos,ENV12T.O,5859,2025-09-15,JARDIN,IB/1550/2025,89323948,IMBB-09-02-2025-09189218-U013,24387,2027-08-28 00:00:00,4633,,6.46,,0,,0,,6.46,6.46,0.0,5859,6.46,37849.14,0.0,37849.14,BISTATIN V,"BIORESEARCH DE MEXICO, S.A. DE C.V.",2025-08-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,NAN,2025-09-15,NAN
8014,BME910712331,"BIORESEARCH DE MEXICO, S.A. DE C.V.",2531,010.000.0523.00,POTASIO SALES DE TABLETA SOLUBLE O EFERVESCENTE CADA TABLETA CONTIENE:BICARBONATO DE POTASIO 766 MG BITARTRATO DE POTASIO 460 MG ACIDO CITRICO 155MG ENVASE CON 50 TABLETAS SOLUBLES.,Pieza,523,POTASIO SALES DE Bicarbonato de K+ 766 mg bitartrato de K+ 460 mg Tabletas solubles,Envase con 50 tabletas solubles,216,2025-09-15,JARDIN,IB/2651/2025,2137420554,IMBB-09-02-2025-09192109-U013,21411,2027-04-22 00:00:00,4634,,95.5,,0,,0,,95.5,95.5,0.0,216,95.5,20628.0,0.0,20628.0,EFILAT,"BIORESEARCH DE MEXICO, S.A. DE C.V.",2025-04-22,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-42-2025,LAURA VIANETH,ARACELI,NAN,2025-09-15,NAN
8015,BME910712331,"BIORESEARCH DE MEXICO, S.A. DE C.V.",2531,010.000.1701.00,FUMARATO FERROSO TABLETA CADA TABLETA CONTIENE: FUMARATO FERROSO 200 MGEQUIVALENTE A 65.74 MG DE HIERRO ELEMENTAL. ENVASE CON 50 TABLETAS.,Pieza,1701,FUMARATO FERROSO TABLETA CADA TABLETA CONTIENE: FUMARATO FERROSO 200 MG EQUIVALENTE A 65.74 MG DE HIERRO ELEMENTAL. ENVASE CON 50 TABLETAS. 200 mg Tabletas,ENV50TAB,149,2025-09-15,JARDIN,IB/1550/2025,781641437,IMBB-09-02-2025-09189219-U013,24456,2027-08-23 00:00:00,4635,,6.74,,0,,0,,6.74,6.74,0.0,149,6.74,1004.26,0.0,1004.26,BIOFUROSO,"BIORESEARCH DE MEXICO, S.A. DE C.V.",2025-08-23,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,NAN,2025-09-15,NAN
8016,BME910712331,"BIORESEARCH DE MEXICO, S.A. DE C.V.",2531,010.000.1701.00,FUMARATO FERROSO TABLETA CADA TABLETA CONTIENE: FUMARATO FERROSO 200 MGEQUIVALENTE A 65.74 MG DE HIERRO ELEMENTAL. ENVASE CON 50 TABLETAS.,Pieza,1701,FUMARATO FERROSO TABLETA CADA TABLETA CONTIENE: FUMARATO FERROSO 200 MG EQUIVALENTE A 65.74 MG DE HIERRO ELEMENTAL. ENVASE CON 50 TABLETAS. 200 mg Tabletas,ENV50TAB,12393,2025-09-15,JARDIN,IB/1550/2025,781641437,IMBB-09-02-2025-09189219-U013,24474,2027-08-25 00:00:00,4635,,6.74,,0,,0,,6.74,6.74,0.0,12393,6.74,83528.82,0.0,83528.82,BIOFUROSO,"BIORESEARCH DE MEXICO, S.A. DE C.V.",2025-08-25,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,NAN,2025-09-15,NAN
8017,PMA930216GB2,"PRODUCTOS MAVER, S.A. DE C.V.",2531,010.000.6309.00,HIDROXICLOROQUINA TABLETA CADA TABLETA CONTIENE: SULFATO DE HIDROXICLOROQUINA200 MG. CAJA DE CARTON CON 20 TABLETAS EN ENVASE DE BURBUJA.,Caja,010.000.6309.00,HIDROXICLOROQUINA TABLETA CADA TABLETA CONTIENE: SULFATO DE HIDROXICLOROQUINA200 MG. CAJA DE CARTON CON 20 TABLETAS EN ENVASE DE BURBUJA.,Caja,94,2025-09-15,JARDIN,IB/2381/2025,189525895,IMBB-09-02-2025-09192235-U013,254024,2027-07-31 00:00:00,4636,,51.49,,0,,0,,51.49,51.49,0.0,94,51.49,4840.06,0.0,4840.06,HIDROXICLOROQUINA,"PRODUCTOS MAVER, S.A. DE C.V.",2025-07-23,,IMSS-BIENESTAR,IA-12-NEF-012NEF001-I-30-2025,LAURA VIANETH,ARACELI,NAN,2025-09-15,NAN
8018,PMA930216GB2,"PRODUCTOS MAVER, S.A. DE C.V.",2531,010.000.6280.00,CLARITROMICINA. TABLETA CADA TABLETA CONTIENE: CLARITROMICINA 500 MG. ENVASE CON10 TABLETAS.,Envase,010.000.6280.00,CLARITROMICINA. TABLETA CADA TABLETA CONTIENE: CLARITROMICINA 500 MG. ENVASE CON10 TABLETAS.,Envase,4392,2025-09-15,JARDIN,IB/2381/2025,3993833183,IMBB-09-02-2025-09192234-U013,253240,2027-06-30 00:00:00,4637,,81.44,,0,,0,,81.44,81.44,0.0,4392,81.44,357684.48,0.0,357684.48,KLARIX,"PRODUCTOS MAVER, S.A. DE C.V.",2025-06-26,,IMSS-BIENESTAR,IA-12-NEF-012NEF001-I-30-2025,LAURA VIANETH,ARACELI,NAN,2025-09-15,NAN
8019,PMA930216GB2,"PRODUCTOS MAVER, S.A. DE C.V.",2531,010.000.2482.00,PREDNISOLONA SOLUCION ORAL CADA 100 ML CONTIENEN: FOSFATO SODICO DEPREDNISOLONA EQUIVALENTE A 100 MG DE PREDNISOLONA. ENVASE CON FRASCO DE 100 MLY VASO GRADUADO DE 20 ML.,Pieza,010.000.2482.00,PREDNISOLONA SOLUCION ORAL CADA 100 ML CONTIENEN: FOSFATO SODICO DEPREDNISOLONA EQUIVALENTE A 100 MG DE PREDNISOLONA. ENVASE CON FRASCO DE 100 MLY VASO GRADUADO DE 20 ML.,Pieza,320,2025-09-15,JARDIN,IB/1760/2025,3192853724,IMBB-09-02-2025-09192141-U013,251820,2027-04-30 00:00:00,4638,,77.22,,0,,0,,77.22,77.22,0.0,320,77.22,24710.4,0.0,24710.4,NISOLVER,"PRODUCTOS MAVER, S.A. DE C.V.",2025-04-08,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,NAN,2025-09-15,NAN
8020,PMA930216GB2,"PRODUCTOS MAVER, S.A. DE C.V.",2531,010.000.2123.00,MUPIROCINA. UNGUENTO CADA 100 GRAMOS CONTIENE: MUPIROCINA 2 G ENVASE CON 15 G.,Pieza,2123,MUPIROCINA 2 g / 100 g Unguento,Envase con 15 grs.,1220,2025-09-15,JARDIN,IB/1760/2025,2359437998,IMBB-09-02-2025-09192136-U013,252859,2027-06-30 00:00:00,4639,,43.45,,0,,0,,43.45,43.45,0.0,1220,43.45,53009.0,0.0,53009.0,BERNIVER,"PRODUCTOS MAVER, S.A. DE C.V.",2025-06-03,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,NAN,2025-09-15,NAN
8021,PRO720307I77,"PROGELA, S.A. DE C.V.",2531,010.000.1095.00,CALCITRIOL CAPSULA DE GELATINA BLANDA CADA CAPSULA CONTIENE: CALCITRIOL 0.25MICROGRAMOS ENVASE CON 50 CAPSULAS.,Pieza,1095,CALCITRIOL (1 ALFA 25 DIHIDROXICOLICOLECALCIFEROL) 0.25 g Cápsulas de gelatina blanda,Envase con 50 cápsulas,2196,2025-09-15,JARDIN,IB/1762/2025,3595810966,IMBB-09-02-2025-09192121-U013,T0643,2027-07-31 00:00:00,4640,,21.82,,0,,0,,21.82,21.82,0.0,2196,21.82,47916.72,0.0,47916.72,ERCATRIV-M,"PROGELA, S.A. DE C.V.",2025-07-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,NAN,2025-09-15,NAN
8022,AMM2301316C5,"ABASTECEDORA DE MARCAS MEDICAS, S.A. DE C.V.",2541,060.066.0922,ANTISEPTICOS. SOLUCION QUE CONTIENE YODOFORO O YODOPOVACRILEX (0.7% DE YODOLIBRE) ALCOHOL ISOPROPILICO AL 74% Y UN POLIMERO QUE FORMA SOBRE LA PIEL UNAPELICULA. CONTIENE: DOS HISOPOS UN APLICADOR PLASTICO Y UNA AMPOLLETA O TUBO CON26 ML DE SOLUCION ESTERIL. ESTUCHE.,Pieza,060.066.0922,"Solución Antiseptica que contiene yodóforo o yodopovacrilex (0.7% de yodo libre), alcohol isopropílico al 74% y un polímero que forma sobre la piel una película. Contiene: Dos hisopos, un aplicador plástico y una ampolleta o tubo con 26 ml de solución, estéril  ",Estuche,22,2025-09-15,JARDIN,IB/1494/2025,89488519,IMBB-09-02-2025-09193695-E001,25D15,2029-04-29 00:00:00,4641,,64.93,,0,,0,,64.93,64.93,10.388800000000002,22,75.31880000000001,1428.4600000000003,228.55360000000005,1657.0136000000002,EIODINE,JAIME HOYO ORTIZ   Y/O INDUSTRIAS BREKER,2025-04-29,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,NAN,2025-09-15,NAN
8023,AMM2301316C5,"ABASTECEDORA DE MARCAS MEDICAS, S.A. DE C.V.",2541,060.066.0922,ANTISEPTICOS. SOLUCION QUE CONTIENE YODOFORO O YODOPOVACRILEX (0.7% DE YODOLIBRE) ALCOHOL ISOPROPILICO AL 74% Y UN POLIMERO QUE FORMA SOBRE LA PIEL UNAPELICULA. CONTIENE: DOS HISOPOS UN APLICADOR PLASTICO Y UNA AMPOLLETA O TUBO CON26 ML DE SOLUCION ESTERIL. ESTUCHE.,Pieza,060.066.0922,"Solución Antiseptica que contiene yodóforo o yodopovacrilex (0.7% de yodo libre), alcohol isopropílico al 74% y un polímero que forma sobre la piel una película. Contiene: Dos hisopos, un aplicador plástico y una ampolleta o tubo con 26 ml de solución, estéril  ",Estuche,245,2025-09-15,JARDIN,IB/1495/2025,971151397,IMBB-09-02-2025-09201695-U013,25D16,2029-04-29 00:00:00,4642,,64.93,,0,,0,,64.93,64.93,10.388800000000002,245,75.31880000000001,15907.850000000002,2545.2560000000003,18453.106000000003,EIODINE,JAIME HOYO ORTIZ   Y/O INDUSTRIAS BREKER,2025-04-29,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,NAN,2025-09-15,NAN
